credit_risk,age,amount,credit_history,duration,employment_duration,foreign_worker,housing,installment_rate,job,number_credits,other_debtors,other_installment_plans,people_liable,personal_status_sex,present_residence,property,purpose,savings,status,telephone
bad,33,727,no credits taken/all credits paid back duly,12,< 1 yr,no,rent,< 20,unskilled - resident,1,none,none,0 to 2,female : single,4 <= ... < 7 yrs,real estate,furniture/equipment,... < 100 DM,no checking account,yes (under customer name)
bad,24,1237,no credits taken/all credits paid back duly,8,1 <= ... < 4 yrs,no,rent,20 <= ... < 25,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,unknown / no property,car (used),unknown/no savings account,... < 0 DM,no
good,22,276,no credits taken/all credits paid back duly,9,1 <= ... < 4 yrs,no,for free,< 20,unskilled - resident,1,none,none,0 to 2,female : single,>= 7 yrs,unknown / no property,others,unknown/no savings account,... < 0 DM,no
good,40,5381,no credits taken/all credits paid back duly,48,unemployed,no,own,20 <= ... < 25,unemployed/unskilled - non-resident,1,none,bank,0 to 2,male : married/widowed,>= 7 yrs,real estate,business,... >= 1000 DM,... < 0 DM,yes (under customer name)
good,25,5511,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,1,none,stores,0 to 2,male : married/widowed,< 1 yr,building soc. savings agr. / life insurance,car (used),... < 100 DM,... >= 200 DM / salary for at least 1 year,no
good,26,3749,no credits taken/all credits paid back duly,24,< 1 yr,no,rent,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,car (used),unknown/no savings account,0<= ... < 200 DM,no
bad,25,685,no credits taken/all credits paid back duly,12,4 <= ... < 7 yrs,no,rent,25 <= ... < 35,unskilled - resident,1,none,bank,0 to 2,female : single,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,others,unknown/no savings account,... < 0 DM,no
good,29,1494,no credits taken/all credits paid back duly,4,< 1 yr,yes,rent,>= 35,unskilled - resident,1,none,none,3 or more,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,others,... >= 1000 DM,0<= ... < 200 DM,no
bad,31,2746,critical account/other credits elsewhere,36,>= 7 yrs,no,rent,< 20,skilled employee/official,1,none,bank,0 to 2,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,car (used),unknown/no savings account,no checking account,no
good,38,708,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,no,rent,25 <= ... < 35,unskilled - resident,1,guarantor,none,3 or more,male : married/widowed,4 <= ... < 7 yrs,car or other,car (used),unknown/no savings account,no checking account,no
good,48,4351,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,no,rent,>= 35,unskilled - resident,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,car or other,car (used),... >= 1000 DM,... < 0 DM,yes (under customer name)
good,32,701,all credits at this bank paid back duly,12,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,repairs,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,27,3643,existing credits paid back duly till now,15,>= 7 yrs,no,rent,>= 35,unskilled - resident,2-3,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,car or other,car (used),unknown/no savings account,no checking account,no
bad,28,4249,all credits at this bank paid back duly,30,unemployed,no,rent,< 20,manager/self-empl/highly qualif. employee,2-3,none,none,0 to 2,female : single,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,others,unknown/no savings account,... < 0 DM,no
bad,32,1938,no credits taken/all credits paid back duly,24,< 1 yr,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,male : divorced/separated,4 <= ... < 7 yrs,car or other,furniture/equipment,unknown/no savings account,no checking account,no
good,34,2910,no credits taken/all credits paid back duly,24,4 <= ... < 7 yrs,no,own,25 <= ... < 35,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,male : married/widowed,< 1 yr,real estate,car (new),unknown/no savings account,no checking account,yes (under customer name)
good,28,2659,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,car (used),500 <= ... < 1000 DM,no checking account,no
good,36,1028,all credits at this bank paid back duly,18,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,4 <= ... < 7 yrs,unknown / no property,others,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,39,3398,all credits at this bank paid back duly,8,4 <= ... < 7 yrs,yes,rent,>= 35,unskilled - resident,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,unknown / no property,others,unknown/no savings account,no checking account,no
good,49,5801,all credits at this bank paid back duly,12,>= 7 yrs,no,for free,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,car or other,car (used),... >= 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,34,1525,no credits taken/all credits paid back duly,24,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,1,none,none,3 or more,female : non-single or male : single,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,others,500 <= ... < 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,31,4473,no credits taken/all credits paid back duly,36,>= 7 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,0<= ... < 200 DM,no
good,28,1068,no credits taken/all credits paid back duly,6,>= 7 yrs,no,rent,< 20,skilled employee/official,1,none,none,3 or more,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,... < 0 DM,no
good,75,6615,all credits at this bank paid back duly,24,unemployed,no,own,25 <= ... < 35,manager/self-empl/highly qualif. employee,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,real estate,car (new),unknown/no savings account,no checking account,yes (under customer name)
bad,30,1864,all credits at this bank paid back duly,18,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,unknown / no property,repairs,... < 100 DM,... >= 200 DM / salary for at least 1 year,no
bad,24,7408,no credits taken/all credits paid back duly,60,< 1 yr,no,rent,< 20,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,car or other,others,... < 100 DM,... < 0 DM,no
bad,24,11590,all credits at this bank paid back duly,48,1 <= ... < 4 yrs,no,for free,25 <= ... < 35,unskilled - resident,2-3,none,bank,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,car (new),... < 100 DM,... >= 200 DM / salary for at least 1 year,no
bad,23,4110,delay in paying off in the past,24,>= 7 yrs,no,for free,20 <= ... < 25,skilled employee/official,2-3,none,bank,3 or more,male : married/widowed,>= 7 yrs,real estate,car (used),unknown/no savings account,no checking account,no
bad,44,3384,all credits at this bank paid back duly,6,1 <= ... < 4 yrs,no,for free,>= 35,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,male : divorced/separated,>= 7 yrs,unknown / no property,car (used),unknown/no savings account,no checking account,yes (under customer name)
good,23,2101,no credits taken/all credits paid back duly,13,< 1 yr,no,rent,25 <= ... < 35,unskilled - resident,1,guarantor,none,0 to 2,female : non-single or male : single,>= 7 yrs,car or other,furniture/equipment,unknown/no savings account,... < 0 DM,no
bad,24,1275,no credits taken/all credits paid back duly,15,1 <= ... < 4 yrs,no,for free,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,radio/television,... >= 1000 DM,no checking account,no
good,28,4169,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,car or other,car (used),unknown/no savings account,no checking account,no
good,31,1521,no credits taken/all credits paid back duly,10,1 <= ... < 4 yrs,no,rent,< 20,unskilled - resident,1,none,none,0 to 2,male : divorced/separated,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,car (used),unknown/no savings account,... < 0 DM,no
good,24,5743,all credits at this bank paid back duly,24,< 1 yr,no,own,25 <= ... < 35,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,real estate,repairs,unknown/no savings account,... < 0 DM,yes (under customer name)
good,26,3599,no credits taken/all credits paid back duly,21,4 <= ... < 7 yrs,no,for free,>= 35,unskilled - resident,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,car (used),unknown/no savings account,no checking account,no
good,25,3213,no credits taken/all credits paid back duly,18,< 1 yr,no,for free,>= 35,skilled employee/official,1,none,none,0 to 2,female : single,4 <= ... < 7 yrs,unknown / no property,furniture/equipment,100 <= ... < 500 DM,... < 0 DM,no
good,33,4439,no credits taken/all credits paid back duly,18,>= 7 yrs,no,rent,>= 35,manager/self-empl/highly qualif. employee,1,co-applicant,bank,0 to 2,male : married/widowed,< 1 yr,unknown / no property,retraining,unknown/no savings account,... < 0 DM,yes (under customer name)
good,37,3949,no credits taken/all credits paid back duly,10,< 1 yr,no,rent,>= 35,unskilled - resident,1,guarantor,none,3 or more,male : married/widowed,< 1 yr,car or other,others,unknown/no savings account,0<= ... < 200 DM,no
good,43,1459,all credits at this bank paid back duly,15,1 <= ... < 4 yrs,no,rent,< 20,unskilled - resident,1,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,23,882,all credits at this bank paid back duly,13,< 1 yr,no,rent,< 20,skilled employee/official,2-3,guarantor,none,0 to 2,male : married/widowed,>= 7 yrs,unknown / no property,furniture/equipment,unknown/no savings account,... < 0 DM,no
good,23,3758,no credits taken/all credits paid back duly,24,unemployed,no,for free,>= 35,unemployed/unskilled - non-resident,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,real estate,furniture/equipment,100 <= ... < 500 DM,... < 0 DM,no
good,34,1743,existing credits paid back duly till now,6,1 <= ... < 4 yrs,no,rent,>= 35,unskilled - resident,2-3,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,retraining,... < 100 DM,... >= 200 DM / salary for at least 1 year,no
bad,32,1136,all credits at this bank paid back duly,9,>= 7 yrs,no,own,< 20,skilled employee/official,2-3,none,none,3 or more,male : married/widowed,4 <= ... < 7 yrs,real estate,repairs,500 <= ... < 1000 DM,... < 0 DM,no
good,23,1236,no credits taken/all credits paid back duly,9,< 1 yr,no,for free,>= 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,unknown / no property,radio/television,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
bad,29,959,no credits taken/all credits paid back duly,9,1 <= ... < 4 yrs,yes,rent,>= 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,car (used),unknown/no savings account,... < 0 DM,no
good,38,3229,all credits at this bank paid back duly,18,unemployed,no,rent,25 <= ... < 35,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,real estate,car (new),... >= 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
bad,28,6199,delay in paying off in the past,12,1 <= ... < 4 yrs,no,for free,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,car or other,furniture/equipment,unknown/no savings account,no checking account,yes (under customer name)
good,46,727,no credits taken/all credits paid back duly,10,>= 7 yrs,no,own,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,real estate,repairs,100 <= ... < 500 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
bad,23,1246,no credits taken/all credits paid back duly,24,< 1 yr,no,rent,< 20,unskilled - resident,1,none,stores,0 to 2,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,others,unknown/no savings account,... < 0 DM,no
good,49,2331,all credits at this bank paid back duly,12,>= 7 yrs,no,rent,>= 35,skilled employee/official,1,co-applicant,none,0 to 2,male : married/widowed,>= 7 yrs,unknown / no property,furniture/equipment,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
bad,26,4463,existing credits paid back duly till now,36,1 <= ... < 4 yrs,no,rent,< 20,manager/self-empl/highly qualif. employee,2-3,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,28,776,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,female : single,1 <= ... < 4 yrs,unknown / no property,furniture/equipment,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
bad,23,2406,no credits taken/all credits paid back duly,30,4 <= ... < 7 yrs,no,for free,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,unknown / no property,car (used),unknown/no savings account,no checking account,no
good,61,1239,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,no,own,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,real estate,repairs,... >= 1000 DM,... < 0 DM,no
good,37,3399,no credits taken/all credits paid back duly,12,>= 7 yrs,no,rent,25 <= ... < 35,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,male : married/widowed,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,furniture/equipment,... >= 1000 DM,0<= ... < 200 DM,no
good,36,2247,existing credits paid back duly till now,12,1 <= ... < 4 yrs,no,rent,25 <= ... < 35,skilled employee/official,2-3,none,stores,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,others,unknown/no savings account,0<= ... < 200 DM,yes (under customer name)
